Device Name,Description,Device Pool,Phone Button Template,CSS,AAR CSS,Location,Directory Number 1,Line Text Label 1,External Phone Number Mask 1,Line Description 1,Alerting Name 1,ASCII Alerting Name 1,Display 1,ASCII Display 1,Directory Number 2,Line Text Label 2,External Phone Number Mask 2,Line Description 2,Alerting Name 2,ASCII Alerting Name 2,Display 2,ASCII Display 2,Directory Number 3,Line Text Label 3,External Phone Number Mask 3,Line Description 3,Alerting Name 3,ASCII Alerting Name 3,Display 3,ASCII Display 3
MACADDRESS,Employee 10 - 7141420,,,,,,7141420,Employee 10 - 7141420,9516800210,Employee 10 - 7141420,Employee 10 - 7141420,Employee 10 - 7141420,Employee 10 - 7141420,Employee 10 - 7141420,,,,,,,,,,,,,,,,
MACADDRESS,Employee 11 - 7141421,,,,,,7141421,Employee 11 - 7141421,9516800210,Employee 11 - 7141421,Employee 11 - 7141421,Employee 11 - 7141421,Employee 11 - 7141421,Employee 11 - 7141421,,,,,,,,,,,,,,,,
MACADDRESS,Employee 12 - 7141422,,,,,,7141422,Employee 12 - 7141422,9516800210,Employee 12 - 7141422,Employee 12 - 7141422,Employee 12 - 7141422,Employee 12 - 7141422,Employee 12 - 7141422,,,,,,,,,,,,,,,,
MACADDRESS,Employee 13 - 7141423,,,,,,7141423,Employee 13 - 7141423,9516800210,Employee 13 - 7141423,Employee 13 - 7141423,Employee 13 - 7141423,Employee 13 - 7141423,Employee 13 - 7141423,,,,,,,,,,,,,,,,
MACADDRESS,Employee 14 - 7141424,,,,,,7141424,Employee 14 - 7141424,9516800210,Employee 14 - 7141424,Employee 14 - 7141424,Employee 14 - 7141424,Employee 14 - 7141424,Employee 14 - 7141424,,,,,,,,,,,,,,,,
MACADDRESS,Employee 15 - 7141425,,,,,,7141425,Employee 15 - 7141425,9516800210,Employee 15 - 7141425,Employee 15 - 7141425,Employee 15 - 7141425,Employee 15 - 7141425,Employee 15 - 7141425,,,,,,,,,,,,,,,,
MACADDRESS,Employee 16 - 7141426,,,,,,7141426,Employee 16 - 7141426,9516800210,Employee 16 - 7141426,Employee 16 - 7141426,Employee 16 - 7141426,Employee 16 - 7141426,Employee 16 - 7141426,,,,,,,,,,,,,,,,
MACADDRESS,Employee 17 - 7141427,,,,,,7141427,Employee 17 - 7141427,9516800210,Employee 17 - 7141427,Employee 17 - 7141427,Employee 17 - 7141427,Employee 17 - 7141427,Employee 17 - 7141427,,,,,,,,,,,,,,,,
MACADDRESS,Employee 18 - 7141428,,,,,,7141428,Employee 18 - 7141428,9516800210,Employee 18 - 7141428,Employee 18 - 7141428,Employee 18 - 7141428,Employee 18 - 7141428,Employee 18 - 7141428,,,,,,,,,,,,,,,,
MACADDRESS,Employee 19 - 7141429,,,,,,7141429,Employee 19 - 7141429,9516800210,Employee 19 - 7141429,Employee 19 - 7141429,Employee 19 - 7141429,Employee 19 - 7141429,Employee 19 - 7141429,,,,,,,,,,,,,,,,
MACADDRESS,Employee 20 - 7141430,,,,,,7141430,Employee 20 - 7141430,9516800210,Employee 20 - 7141430,Employee 20 - 7141430,Employee 20 - 7141430,Employee 20 - 7141430,Employee 20 - 7141430,,,,,,,,,,,,,,,,
MACADDRESS,Employee 21 - 7141431,,,,,,7141431,Employee 21 - 7141431,9516800210,Employee 21 - 7141431,Employee 21 - 7141431,Employee 21 - 7141431,Employee 21 - 7141431,Employee 21 - 7141431,,,,,,,,,,,,,,,,
MACADDRESS,Employee 22 - 7141432,,,,,,7141432,Employee 22 - 7141432,9516800210,Employee 22 - 7141432,Employee 22 - 7141432,Employee 22 - 7141432,Employee 22 - 7141432,Employee 22 - 7141432,,,,,,,,,,,,,,,,
