Device Name,Description,Device Pool,Phone Button Template,CSS,AAR CSS,Location,Directory Number 1,Line Text Label 1,External Phone Number Mask 1,Line Description 1,Alerting Name 1,ASCII Alerting Name 1,Display 1,ASCII Display 1,Directory Number 2,Line Text Label 2,External Phone Number Mask 2,Line Description 2,Alerting Name 2,ASCII Alerting Name 2,Display 2,ASCII Display 2,Directory Number 3,Line Text Label 3,External Phone Number Mask 3,Line Description 3,Alerting Name 3,ASCII Alerting Name 3,Display 3,ASCII Display 3
MACADDRESS,Employee 15 - 7323225,,,,,,7323225,Employee 15 - 7323225,8584375700,Employee 15 - 7323225,Employee 15 - 7323225,Employee 15 - 7323225,Employee 15 - 7323225,Employee 15 - 7323225,,,,,,,,,,,,,,,,
MACADDRESS,Employee 16 - 7323226,,,,,,7323226,Employee 16 - 7323226,8584375700,Employee 16 - 7323226,Employee 16 - 7323226,Employee 16 - 7323226,Employee 16 - 7323226,Employee 16 - 7323226,,,,,,,,,,,,,,,,
MACADDRESS,Employee 17 - 7323227,,,,,,7323227,Employee 17 - 7323227,8584375700,Employee 17 - 7323227,Employee 17 - 7323227,Employee 17 - 7323227,Employee 17 - 7323227,Employee 17 - 7323227,,,,,,,,,,,,,,,,
MACADDRESS,Employee 18 - 7323228,,,,,,7323228,Employee 18 - 7323228,8584375700,Employee 18 - 7323228,Employee 18 - 7323228,Employee 18 - 7323228,Employee 18 - 7323228,Employee 18 - 7323228,,,,,,,,,,,,,,,,
MACADDRESS,Employee 19 - 7323229,,,,,,7323229,Employee 19 - 7323229,8584375700,Employee 19 - 7323229,Employee 19 - 7323229,Employee 19 - 7323229,Employee 19 - 7323229,Employee 19 - 7323229,,,,,,,,,,,,,,,,
MACADDRESS,Employee 20 - 7323230,,,,,,7323230,Employee 20 - 7323230,8584375700,Employee 20 - 7323230,Employee 20 - 7323230,Employee 20 - 7323230,Employee 20 - 7323230,Employee 20 - 7323230,,,,,,,,,,,,,,,,
MACADDRESS,Employee 21 - 7323231,,,,,,7323231,Employee 21 - 7323231,8584375700,Employee 21 - 7323231,Employee 21 - 7323231,Employee 21 - 7323231,Employee 21 - 7323231,Employee 21 - 7323231,,,,,,,,,,,,,,,,
MACADDRESS,Employee 22 - 7323232,,,,,,7323232,Employee 22 - 7323232,8584375700,Employee 22 - 7323232,Employee 22 - 7323232,Employee 22 - 7323232,Employee 22 - 7323232,Employee 22 - 7323232,,,,,,,,,,,,,,,,
MACADDRESS,Employee 23 - 7323233,,,,,,7323233,Employee 23 - 7323233,8584375700,Employee 23 - 7323233,Employee 23 - 7323233,Employee 23 - 7323233,Employee 23 - 7323233,Employee 23 - 7323233,,,,,,,,,,,,,,,,
MACADDRESS,Employee 24 - 7323234,,,,,,7323234,Employee 24 - 7323234,8584375700,Employee 24 - 7323234,Employee 24 - 7323234,Employee 24 - 7323234,Employee 24 - 7323234,Employee 24 - 7323234,,,,,,,,,,,,,,,,
MACADDRESS,Employee 25 - 7323235,,,,,,7323235,Employee 25 - 7323235,8584375700,Employee 25 - 7323235,Employee 25 - 7323235,Employee 25 - 7323235,Employee 25 - 7323235,Employee 25 - 7323235,,,,,,,,,,,,,,,,
MACADDRESS,Employee 26 - 7323236,,,,,,7323236,Employee 26 - 7323236,8584375700,Employee 26 - 7323236,Employee 26 - 7323236,Employee 26 - 7323236,Employee 26 - 7323236,Employee 26 - 7323236,,,,,,,,,,,,,,,,
MACADDRESS,Employee 27 - 7323237,,,,,,7323237,Employee 27 - 7323237,8584375700,Employee 27 - 7323237,Employee 27 - 7323237,Employee 27 - 7323237,Employee 27 - 7323237,Employee 27 - 7323237,,,,,,,,,,,,,,,,
MACADDRESS,Employee 28 - 7323238,,,,,,7323238,Employee 28 - 7323238,8584375700,Employee 28 - 7323238,Employee 28 - 7323238,Employee 28 - 7323238,Employee 28 - 7323238,Employee 28 - 7323238,,,,,,,,,,,,,,,,
MACADDRESS,Employee 29 - 7323239,,,,,,7323239,Employee 29 - 7323239,8584375700,Employee 29 - 7323239,Employee 29 - 7323239,Employee 29 - 7323239,Employee 29 - 7323239,Employee 29 - 7323239,,,,,,,,,,,,,,,,
MACADDRESS,Employee 30 - 7323240,,,,,,7323240,Employee 30 - 7323240,8584375700,Employee 30 - 7323240,Employee 30 - 7323240,Employee 30 - 7323240,Employee 30 - 7323240,Employee 30 - 7323240,,,,,,,,,,,,,,,,
MACADDRESS,Employee 31 - 7323240,,,,,,7323241,Employee 31 - 7323240,8584375700,Employee 31 - 7323240,Employee 31 - 7323240,Employee 31 - 7323240,Employee 31 - 7323240,Employee 31 - 7323240,,,,,,,,,,,,,,,,
MACADDRESS,Employee 32 - 7323240,,,,,,7323242,Employee 32 - 7323240,8584375700,Employee 32 - 7323240,Employee 32 - 7323240,Employee 32 - 7323240,Employee 32 - 7323240,Employee 32 - 7323240,,,,,,,,,,,,,,,,
MACADDRESS,Employee 33 - 7323240,,,,,,7323243,Employee 33 - 7323240,8584375700,Employee 33 - 7323240,Employee 33 - 7323240,Employee 33 - 7323240,Employee 33 - 7323240,Employee 33 - 7323240,,,,,,,,,,,,,,,,
MACADDRESS,Employee 34 - 7323240,,,,,,7323244,Employee 34 - 7323240,8584375700,Employee 34 - 7323240,Employee 34 - 7323240,Employee 34 - 7323240,Employee 34 - 7323240,Employee 34 - 7323240,,,,,,,,,,,,,,,,
MACADDRESS,Employee 35 - 7323240,,,,,,7323245,Employee 35 - 7323240,8584375700,Employee 35 - 7323240,Employee 35 - 7323240,Employee 35 - 7323240,Employee 35 - 7323240,Employee 35 - 7323240,,,,,,,,,,,,,,,,
MACADDRESS,Employee 36 - 7323240,,,,,,7323246,Employee 36 - 7323240,8584375700,Employee 36 - 7323240,Employee 36 - 7323240,Employee 36 - 7323240,Employee 36 - 7323240,Employee 36 - 7323240,,,,,,,,,,,,,,,,
MACADDRESS,Employee 37 - 7323240,,,,,,7323247,Employee 37 - 7323240,8584375700,Employee 37 - 7323240,Employee 37 - 7323240,Employee 37 - 7323240,Employee 37 - 7323240,Employee 37 - 7323240,,,,,,,,,,,,,,,,
